Index,C1,C2,C3,C4,C5,C6,C7,C8,C9,Target
3961,4,10,4,0,4,1,1,0.44,0.62,5
3962,1,12,23,0,6,0,1,0.22,0.51,40
3963,2,4,23,0,5,1,1,0.3,0.61,53
3964,4,10,8,0,5,1,1,0.3,0.61,374
3965,3,9,17,0,1,1,2,0.58,0.64,568
3966,4,11,0,0,2,1,1,0.56,0.64,22
3967,1,1,1,0,3,1,2,0.24,0.65,5
3968,1,2,16,0,2,1,1,0.36,0.46,254
3969,4,11,15,0,3,1,2,0.32,0.53,198
3970,4,11,10,0,4,1,1,0.28,0.65,178
3971,2,5,12,0,4,1,1,0.58,0.6,207
3972,1,1,2,0,5,1,2,0.2,0.75,2
3973,4,10,23,0,6,0,1,0.48,0.88,142
3974,1,1,12,0,4,1,1,0.2,0.51,111
3975,4,11,19,0,2,1,2,0.4,0.82,250
3976,3,9,4,0,2,1,2,0.62,0.94,7
3977,4,11,16,0,1,1,1,0.52,0.45,295
3978,4,9,6,0,0,0,2,0.6,0.88,17
3979,3,9,3,0,1,1,1,0.5,0.77,7
3980,4,12,21,0,3,1,2,0.3,0.52,202
3981,4,9,23,0,4,1,3,0.62,0.83,45
3982,2,6,4,0,0,0,1,0.54,0.64,18
3983,3,7,17,0,5,1,1,0.92,0.29,576
3984,3,9,13,0,0,0,1,0.74,0.58,350
3985,1,12,13,0,3,1,1,0.34,0.39,159
3986,2,3,13,0,6,0,1,0.32,0.33,239
3987,4,10,14,0,1,1,2,0.6,0.78,185
3988,4,12,4,0,5,1,1,0.22,0.8,2
3989,1,3,18,0,5,1,1,0.68,0.39,331
3990,2,6,20,0,1,1,1,0.68,0.61,336
3991,2,5,17,0,0,0,1,0.7,0.45,478
3992,3,7,6,0,2,1,1,0.72,0.66,213
3993,3,9,11,0,1,1,2,0.62,0.69,252
3994,2,4,7,0,3,1,3,0.36,1,70
3995,3,7,10,0,5,1,1,0.76,0.33,170
3996,3,8,6,0,5,1,1,0.64,0.83,93
3997,4,9,11,0,6,0,2,0.62,0.83,386
3998,3,7,12,0,0,0,1,0.92,0.42,376
3999,3,9,3,0,3,1,1,0.7,0.79,4
4000,4,12,12,0,4,1,1,0.36,0.4,282
4001,2,5,6,0,4,1,1,0.54,0.73,159
4002,3,9,18,0,6,0,2,0.82,0.52,442
4003,4,10,9,0,0,0,2,0.5,0.55,330
4004,4,10,12,0,0,0,2,0.42,0.71,392
4005,4,11,1,0,0,0,1,0.3,0.7,95
4006,3,8,21,0,4,1,1,0.64,0.78,187
4007,1,2,14,1,1,0,2,0.32,0.76,116
4008,4,12,23,0,4,1,1,0.26,0.7,73
4009,3,9,16,0,2,1,3,0.6,0.88,141
4010,4,11,11,0,5,1,1,0.4,0.5,251
4011,1,2,13,0,5,1,2,0.3,0.42,192
4012,2,4,10,0,0,0,3,0.38,0.82,68
4013,4,9,6,0,3,1,1,0.54,0.73,182
4014,4,12,13,0,0,0,2,0.38,0.76,356
4015,3,9,21,0,5,1,1,0.6,0.73,312
4016,4,12,19,0,0,0,2,0.4,0.82,174
4017,1,2,21,0,2,1,1,0.14,0.33,54
4018,2,4,14,0,0,0,1,0.5,0.72,281
4019,4,12,23,0,5,1,2,0.36,0.93,122
4020,2,4,1,0,1,1,1,0.54,1,10
4021,3,9,6,0,0,0,2,0.66,0.89,15
4022,4,12,21,0,4,1,2,0.24,0.6,191
4023,3,8,17,0,1,1,1,0.74,0.51,530
4024,4,12,7,0,4,1,1,0.22,0.51,389
4025,1,1,6,0,2,1,3,0.3,0.75,57
4026,1,12,17,0,6,0,1,0.26,0.79,118
4027,1,1,12,0,3,1,3,0.22,0.93,48
4028,1,1,19,0,0,0,1,0.16,0.43,41
4029,4,11,16,0,3,1,1,0.36,0.46,226
4030,1,2,16,0,0,0,2,0.32,0.45,212
4031,2,3,19,0,2,1,1,0.34,0.23,190
4032,2,4,2,0,5,1,1,0.48,0.59,22
4033,2,5,4,0,0,0,3,0.52,0.83,16
4034,1,2,6,0,4,1,2,0.12,0.54,26
4035,1,1,14,0,6,0,2,0.22,0.6,99
4036,1,12,5,0,6,0,2,0.32,0.66,4
4037,4,10,2,0,4,1,1,0.42,0.5,11
4038,2,3,2,0,1,1,1,0.22,0.44,5
4039,1,1,1,0,6,0,2,0.18,0.55,16
4040,3,8,4,0,1,1,1,0.66,0.83,4
4041,4,10,0,0,4,1,3,0.64,0.89,76
4042,1,2,4,0,3,1,1,0.24,0.7,1
4043,4,11,19,0,3,1,1,0.3,0.52,396
4044,3,7,7,0,3,1,2,0.7,0.84,303
4045,1,1,17,0,3,1,1,0.26,0.33,346
4046,1,3,22,0,5,1,1,0.3,0.7,44
4047,4,10,18,0,2,1,1,0.56,0.68,570
4048,3,6,0,0,0,0,1,0.7,0.51,163
4049,3,7,5,0,4,1,1,0.62,0.73,44
4050,3,8,12,0,5,1,2,0.74,0.66,315
4051,4,12,15,0,6,0,2,0.4,0.62,484
4052,4,11,21,0,2,1,2,0.46,1,90
4053,4,11,23,0,3,1,1,0.34,0.61,51
4054,3,7,9,0,6,0,1,0.74,0.51,179
4055,4,11,10,0,2,1,2,0.56,0.64,138
4056,4,10,0,0,4,1,1,0.46,0.88,57
4057,3,9,11,0,2,1,1,0.64,0.33,247
4058,3,7,10,0,6,0,3,0.58,0.88,268
4059,2,4,12,0,2,1,1,0.54,0.22,259
4060,1,2,22,0,2,1,1,0.34,0.46,101
4061,2,4,7,0,1,1,1,0.34,0.66,306
4062,2,5,22,0,3,1,1,0.66,0.69,174
4063,2,5,5,0,2,1,1,0.52,0.88,14
4064,3,6,21,0,3,1,1,0.74,0.35,367
4065,4,9,11,0,1,1,1,0.56,0.37,238
4066,4,10,0,0,4,1,1,0.44,0.51,42
4067,4,11,13,0,6,0,1,0.48,0.36,353
4068,3,6,18,0,3,1,1,0.8,0.27,804
4069,2,5,17,0,1,1,3,0.72,0.7,429
4070,4,12,22,0,6,0,1,0.36,0.62,156
4071,2,3,14,0,4,1,1,0.6,0.73,257
4072,4,9,10,0,4,1,1,0.64,0.65,127
4073,1,1,12,0,3,1,3,0.3,0.81,55
4074,2,4,5,0,6,0,2,0.24,0.75,5
4075,1,3,21,0,1,1,1,0.26,0.37,120
4076,4,10,18,0,1,1,3,0.54,0.77,592
4077,4,12,23,0,0,0,1,0.34,0.87,45
4078,3,7,9,0,6,0,1,0.78,0.59,337
4079,4,10,17,0,2,1,3,0.62,0.88,715
4080,3,8,23,0,1,1,1,0.68,0.74,96
4081,1,1,22,0,3,1,2,0.2,0.47,52
4082,1,3,16,0,6,0,2,0.48,0.59,204
4083,4,10,4,0,2,1,3,0.36,0.87,7
4084,4,10,3,0,4,1,1,0.5,0.82,1
4085,2,4,16,0,6,0,1,0.6,0.73,426
4086,2,3,23,0,4,1,1,0.24,0.65,33
4087,4,12,18,0,1,1,1,0.3,0.56,357
4088,2,6,6,0,5,1,1,0.56,0.94,97
4089,2,4,19,0,5,1,1,0.46,0.55,270
4090,3,8,17,0,5,1,2,0.74,0.51,812
4091,4,9,3,0,4,1,2,0.6,0.94,8
4092,1,2,23,0,3,1,3,0.42,0.94,33
4093,2,5,13,0,2,1,3,0.64,0.73,239
4094,3,8,15,0,3,1,2,0.84,0.44,278
4095,4,11,16,0,3,1,2,0.32,0.53,273
4096,3,8,23,0,2,1,1,0.72,0.66,167
4097,2,4,6,0,6,0,1,0.26,0.7,12
4098,4,12,17,0,0,0,1,0.28,0.46,136
4099,3,8,17,0,1,1,1,0.82,0.41,858
4100,4,12,3,0,4,1,2,0.26,0.56,2
4101,3,8,6,0,6,0,2,0.7,0.84,18
4102,1,1,1,0,2,1,2,0.28,0.65,2
4103,2,5,13,0,0,0,1,0.72,0.7,418
4104,3,6,6,0,2,1,1,0.52,0.52,188
4105,3,8,5,0,5,1,1,0.64,0.89,29
4106,4,12,2,0,5,1,1,0.48,0.77,23
4107,2,4,8,0,2,1,3,0.38,0.87,157
4108,4,12,16,0,3,1,1,0.46,0.33,377
4109,3,8,3,0,1,1,3,0.72,0.79,5
4110,1,3,21,0,4,1,1,0.42,0.62,138
4111,1,12,17,0,4,1,1,0.3,0.61,240
4112,2,3,15,0,2,1,1,0.38,0.25,87
4113,3,7,19,0,0,0,1,0.72,0.84,312
4114,3,8,4,0,2,1,2,0.68,0.83,5
4115,1,1,19,0,0,0,1,0.26,0.65,55
4116,1,2,15,0,6,0,2,0.36,0.4,165
4117,2,6,10,0,6,0,1,0.7,0.51,466
4118,4,10,20,0,4,1,2,0.52,0.88,347
4119,2,6,21,0,4,1,1,0.62,0.41,313
4120,1,2,21,0,1,1,1,0.46,0.36,195
4121,4,12,5,0,2,1,1,0.38,0.87,36
4122,1,2,4,0,2,1,1,0.22,0.37,1
4123,4,10,12,0,1,1,1,0.58,0.35,283
4124,1,2,13,0,1,1,1,0.38,0.4,141
4125,2,4,14,0,0,0,1,0.6,0.18,503
4126,1,1,22,0,0,0,1,0.46,0.55,66
4127,2,5,0,0,1,1,1,0.46,0.72,177
4128,4,11,20,0,0,0,1,0.32,0.53,141
4129,1,3,9,0,1,1,1,0.32,0.53,140
4130,1,2,1,0,1,1,1,0.22,0.75,5
4131,1,2,12,1,1,0,2,0.32,0.66,93
4132,2,3,19,0,2,1,1,0.42,0.17,417
4133,1,2,12,0,3,1,1,0.44,0.54,179
4134,4,9,6,0,5,1,2,0.62,0.94,104
4135,3,9,5,0,2,1,2,0.64,0.89,48
4136,3,8,19,0,6,0,1,0.74,0.62,291
4137,3,7,0,0,1,1,2,0.76,0.58,43
4138,4,11,22,1,1,0,1,0.52,0.77,112
4139,1,3,12,0,4,1,2,0.56,0.6,251
4140,1,2,14,0,2,1,1,0.22,0.37,64
4141,2,4,11,0,0,0,1,0.62,0.46,528
4142,4,12,3,0,3,1,1,0.26,0.6,10
4143,3,8,3,0,5,1,1,0.64,0.78,6
4144,3,8,7,0,5,1,2,0.66,0.83,263
4145,1,1,17,0,1,1,1,0.14,0.5,184
4146,3,7,0,0,2,1,1,0.72,0.84,53
4147,1,1,10,0,0,0,1,0.24,0.35,191
4148,1,12,18,0,4,1,2,0.24,0.6,197
4149,2,6,2,0,1,1,1,0.54,0.77,9
4150,4,9,8,0,2,1,2,0.64,0.89,427
4151,4,12,5,0,0,0,2,0.4,0.87,8
4152,2,5,4,0,4,1,1,0.6,0.88,2
4153,4,10,17,0,6,0,1,0.54,0.37,731
4154,2,4,23,0,6,0,2,0.54,0.56,196
4155,2,6,16,0,0,0,1,0.7,0.34,662
4156,2,4,8,0,5,1,1,0.4,0.5,592
4157,4,10,2,0,5,1,1,0.54,0.73,11
4158,3,8,23,0,1,1,2,0.6,0.83,102
4159,3,9,20,0,1,1,2,0.62,0.73,340
4160,1,12,16,0,6,0,1,0.3,0.75,147
4161,2,3,2,0,5,1,1,0.36,0.53,7
4162,2,4,17,0,0,0,1,0.62,0.22,411
4163,2,6,21,0,6,0,2,0.72,0.66,183
4164,2,4,8,0,6,0,1,0.36,0.71,160
4165,4,10,9,0,0,0,1,0.5,0.77,185
4166,3,7,3,0,1,1,1,0.68,0.79,6
4167,4,10,15,0,1,1,1,0.56,0.6,208
4168,4,10,0,0,0,0,1,0.44,0.62,127
4169,2,6,8,0,5,1,2,0.56,0.43,502
4170,3,6,2,0,6,0,2,0.64,0.83,93
4171,4,10,0,1,1,0,1,0.38,0.76,51
4172,2,4,17,0,4,1,1,0.5,0.29,481
4173,2,4,1,0,0,0,2,0.36,0.76,62
4174,4,11,21,1,4,0,1,0.34,0.61,46
4175,3,9,6,0,3,1,1,0.5,0.72,205
4176,3,8,18,0,2,1,2,0.86,0.34,556
4177,1,2,18,0,4,1,2,0.54,0.42,222
4178,2,6,0,0,6,0,1,0.64,0.53,206
4179,3,9,23,0,3,1,3,0.62,0.94,24
4180,1,3,7,0,5,1,2,0.38,0.4,268
4181,3,9,22,0,0,0,3,0.68,0.83,166
4182,2,3,15,0,6,0,3,0.5,0.94,290
4183,3,7,20,0,6,0,1,0.82,0.43,206
4184,2,3,4,0,3,1,2,0.32,0.57,1
4185,3,7,10,0,4,1,1,0.86,0.44,186
4186,4,12,17,0,2,1,1,0.52,0.59,743
4187,4,12,5,0,4,1,1,0.26,0.56,24
4188,4,11,8,1,1,0,1,0.42,0.82,540
4189,4,11,16,0,0,0,1,0.46,0.55,347
4190,1,1,17,0,1,1,1,0.2,0.4,178
4191,1,2,21,0,1,1,1,0.36,0.5,43
4192,2,3,4,0,6,0,1,0.22,0.44,6
4193,4,10,20,0,0,0,1,0.54,0.73,246
4194,3,8,17,0,4,1,1,0.8,0.29,582
4195,1,2,19,0,4,1,1,0.32,0.33,295
4196,2,4,16,0,2,1,1,0.38,0.46,130
4197,1,2,10,0,2,1,2,0.16,0.93,47
4198,1,2,14,0,6,0,1,0.46,0.15,196
4199,4,11,1,0,3,1,1,0.34,0.87,10
4200,2,5,20,0,3,1,2,0.62,0.83,295
4201,4,9,7,0,0,0,1,0.44,0.77,57
4202,3,8,20,0,5,1,1,0.72,0.58,291
4203,4,11,22,0,3,1,1,0.3,0.56,87
4204,1,3,19,0,6,0,1,0.44,0.33,154
4205,3,9,13,0,3,1,1,0.7,0.34,323
4206,2,4,16,0,0,0,1,0.74,0.48,359
4207,4,11,23,0,2,1,2,0.46,0.94,80
4208,4,11,11,0,5,1,1,0.3,0.36,140
4209,2,5,7,1,1,0,2,0.64,0.94,31
4210,3,8,5,0,4,1,2,0.66,0.94,41
4211,1,2,22,0,2,1,1,0.24,0.44,41
4212,3,8,10,0,4,1,1,0.74,0.58,233
4213,1,3,11,0,5,1,2,0.44,0.77,207
4214,4,9,2,0,5,1,3,0.6,0.88,10
4215,1,12,23,0,6,0,2,0.26,0.6,32
4216,1,12,2,1,1,0,1,0.34,0.46,7
4217,2,4,7,0,1,1,2,0.52,1,196
4218,1,3,12,0,6,0,1,0.56,0.68,651
4219,2,5,1,0,1,1,1,0.44,0.88,33
4220,2,4,1,0,4,1,1,0.52,0.45,26
4221,3,7,5,0,1,1,1,0.66,0.83,47
4222,3,8,18,0,6,0,2,0.72,0.79,211
4223,2,4,20,0,1,1,2,0.7,0.24,173
4224,2,4,6,0,0,0,2,0.44,0.72,12
4225,1,1,16,0,5,1,2,0.2,0.37,174
4226,3,8,7,0,1,1,1,0.66,0.65,436
4227,3,9,3,0,2,1,2,0.66,0.89,10
4228,4,10,3,0,6,0,1,0.46,0.59,25
4229,2,6,5,0,0,0,2,0.66,0.78,19
4230,1,3,19,0,5,1,1,0.32,0.61,107
4231,4,10,18,0,2,1,1,0.5,0.42,838
4232,2,4,22,0,2,1,1,0.48,0.77,112
4233,3,9,14,0,5,1,2,0.72,0.45,371
4234,4,12,9,0,2,1,2,0.46,0.94,204
4235,4,10,16,0,2,1,1,0.68,0.44,541
4236,4,10,20,0,2,1,2,0.3,0.81,81
4237,4,11,0,0,1,1,2,0.3,0.56,23
4238,3,8,23,0,4,1,1,0.72,0.7,177
4239,3,9,9,0,2,1,1,0.64,0.69,214
4240,1,1,17,0,4,1,2,0.3,0.49,215
4241,4,10,18,0,1,1,1,0.54,0.64,786
4242,1,2,18,0,6,0,3,0.28,0.75,64
4243,3,9,9,0,1,1,1,0.64,0.69,176
4244,3,9,2,0,1,1,1,0.52,0.72,13
4245,2,6,5,0,4,1,2,0.7,0.84,20
4246,4,11,0,0,2,1,1,0.34,0.87,18
4247,1,12,3,0,3,1,1,0.32,0.61,4
4248,4,9,5,0,6,0,2,0.56,0.94,5
4249,3,7,11,0,3,1,1,0.9,0.42,183
4250,4,11,0,0,6,0,1,0.4,0.37,42
4251,4,11,14,0,6,0,1,0.42,0.35,386
4252,1,2,14,0,0,0,1,0.3,0.61,243
4253,4,9,1,0,5,1,2,0.6,1,31
4254,3,9,11,0,5,1,2,0.62,0.94,72
4255,3,7,2,0,0,0,2,0.68,0.89,115
4256,2,4,10,0,0,0,1,0.42,0.44,211
4257,1,1,22,0,6,0,2,0.4,0.94,28
4258,2,3,23,0,4,1,3,0.26,1,27
4259,1,3,11,0,1,1,1,0.36,0.4,71
4260,1,1,11,0,3,1,2,0.26,0.87,99
4261,1,1,14,0,2,1,1,0.16,0.43,79
4262,2,4,19,0,4,1,1,0.48,0.31,487
4263,1,3,15,0,3,1,1,0.54,0.19,110
4264,1,3,12,0,4,1,1,0.5,0.45,105
4265,2,3,7,0,0,0,2,0.4,0.94,39
4266,2,6,8,0,5,1,1,0.74,0.58,452
4267,1,3,8,0,1,1,1,0.46,0.88,579
4268,1,1,7,0,0,0,1,0.26,0.93,7
4269,3,7,16,0,0,0,1,0.86,0.41,495
4270,3,6,5,0,2,1,1,0.66,0.78,21
4271,4,11,7,0,2,1,3,0.3,0.81,293
4272,3,6,0,0,5,1,1,0.68,0.79,63
4273,1,2,5,0,1,1,1,0.1,0.58,17
4274,2,5,19,0,1,1,3,0.58,0.88,304
4275,1,12,18,0,6,0,1,0.3,0.42,35
4276,4,10,17,0,4,1,1,0.56,0.52,568
4277,3,7,20,0,3,1,1,0.7,0.84,342
4278,2,6,1,0,0,0,1,0.64,0.73,116
4279,3,7,6,0,2,1,1,0.7,0.65,154
4280,2,6,7,0,3,1,2,0.7,0.79,284
4281,4,11,12,1,4,0,1,0.44,0.35,262
4282,4,10,10,0,1,1,2,0.46,0.82,129
4283,2,3,0,0,5,1,1,0.4,0.47,59
4284,1,2,7,0,3,1,2,0.24,0.7,281
4285,4,12,17,0,4,1,1,0.32,0.42,550
4286,4,10,8,0,2,1,3,0.6,0.88,134
4287,1,1,1,0,6,0,1,0.38,0.46,62
4288,2,6,20,0,1,1,2,0.74,0.48,394
4289,3,9,23,0,0,0,3,0.66,0.89,123
4290,1,2,16,0,5,1,3,0.4,0.87,178
4291,3,9,8,0,2,1,1,0.7,0.84,632
4292,3,6,19,0,4,1,1,0.84,0.3,571
4293,1,1,5,0,0,0,1,0.14,0.86,3
4294,4,9,11,0,3,1,2,0.66,0.83,151
4295,4,11,6,0,2,1,2,0.56,0.64,108
4296,1,12,11,0,5,1,2,0.32,0.42,162
4297,3,8,12,0,1,1,2,0.66,0.61,282
4298,3,9,9,0,3,1,1,0.54,0.6,362
4299,4,10,4,0,1,1,1,0.24,0.87,6
4300,2,5,1,0,0,0,2,0.54,0.83,121
4301,3,9,0,0,4,1,1,0.56,0.73,57
4302,4,11,8,0,2,1,3,0.38,0.94,190
4303,2,4,3,1,1,0,1,0.58,0.68,8
4304,1,2,12,0,5,1,3,0.54,0.6,115
4305,3,7,1,0,3,1,1,0.78,0.49,10
4306,2,3,11,0,3,1,1,0.5,0.42,222
4307,4,11,13,0,2,1,1,0.34,0.46,278
4308,3,8,11,0,1,1,2,0.72,0.62,153
4309,4,10,10,0,5,1,2,0.54,0.88,197
4310,3,8,14,0,4,1,1,0.76,0.48,273
4311,2,5,23,0,3,1,1,0.66,0.65,160
4312,2,5,17,0,0,0,1,0.78,0.49,522
4313,4,10,14,0,2,1,1,0.56,0.4,200
4314,2,4,21,0,1,1,2,0.7,0.3,95
4315,1,1,21,0,1,1,3,0.16,0.59,56
4316,3,9,11,0,3,1,1,0.66,0.5,232
4317,2,4,16,0,4,1,2,0.52,0.83,318
4318,4,10,15,0,6,0,1,0.56,0.43,711
4319,3,8,16,0,4,1,1,0.76,0.48,465
4320,2,4,11,0,0,0,1,0.46,0.41,304
4321,2,5,16,0,4,1,1,0.76,0.33,487
4322,2,4,17,0,1,1,1,0.54,0.32,632
4323,2,5,14,0,2,1,2,0.64,0.73,184
4324,4,10,15,0,6,0,3,0.22,0.93,41
4325,4,9,17,0,5,1,2,0.6,1,99
4326,3,7,19,0,5,1,1,0.9,0.42,241
4327,3,9,7,0,6,0,1,0.6,0.88,52
4328,3,7,21,0,4,1,1,0.66,0.5,261
4329,3,9,11,0,6,0,3,0.66,0.69,194
4330,2,5,21,0,2,1,3,0.6,0.88,71
4331,1,3,9,0,4,1,1,0.48,0.77,315
4332,4,11,0,0,4,1,2,0.42,0.88,24
4333,4,10,9,0,4,1,2,0.52,0.83,343
4334,1,3,3,0,1,1,1,0.46,0.88,2
4335,3,7,19,0,2,1,2,0.84,0.36,497
4336,1,1,20,0,0,0,1,0.1,0.36,35
4337,1,1,22,0,2,1,1,0.1,0.46,33
4338,3,7,6,0,1,1,2,0.68,0.89,157
4339,4,11,18,0,6,0,1,0.36,0.5,271
4340,4,11,17,0,5,1,2,0.48,0.39,300
4341,2,6,21,0,0,0,1,0.68,0.79,167
4342,3,9,3,0,0,0,1,0.54,0.73,46
4343,4,9,5,0,0,0,1,0.6,0.88,3
4344,4,11,6,0,2,1,1,0.22,0.69,149
4345,1,2,23,0,5,1,2,0.24,0.7,31
4346,2,3,8,0,5,1,2,0.5,0.94,662
4347,4,10,16,0,1,1,2,0.62,0.46,459
4348,3,8,13,0,5,1,2,0.78,0.59,237
4349,3,9,15,0,0,0,1,0.74,0.51,404
4350,1,1,7,0,1,1,2,0.22,0.6,240
4351,2,6,1,0,5,1,3,0.7,0.65,23
4352,2,4,9,0,3,1,1,0.36,0.46,165
4353,3,8,6,0,3,1,1,0.64,0.78,172
4354,1,12,12,0,3,1,1,0.34,0.46,140
4355,1,12,22,0,4,1,2,0.24,0.6,44
4356,3,7,11,0,6,0,1,0.8,0.36,357
4357,2,6,3,0,3,1,1,0.46,0.82,8
4358,1,12,20,0,3,1,1,0.24,0.41,79
4359,4,10,20,0,6,0,1,0.4,0.54,255
4360,1,3,19,0,3,1,1,0.64,0.33,472
4361,1,2,15,0,0,0,2,0.3,0.49,253
4362,1,2,12,0,6,0,1,0.36,0.43,369
4363,4,10,10,0,0,0,1,0.42,0.71,289
4364,2,3,21,0,1,1,1,0.46,0.94,91
4365,2,5,21,0,6,0,2,0.6,0.6,230
4366,1,1,8,0,0,0,2,0.16,0.74,32
4367,2,4,6,1,1,0,1,0.52,0.83,133
4368,4,12,18,0,4,1,2,0.34,0.71,381
4369,2,4,22,0,3,1,1,0.42,0.67,99
4370,3,7,13,0,1,1,2,0.76,0.55,255
4371,1,12,1,0,3,1,1,0.32,0.76,12
4372,2,6,21,0,1,1,1,0.64,0.41,218
4373,2,5,12,0,3,1,1,0.7,0.54,330
4374,1,2,1,0,5,1,2,0.32,1,10
4375,4,11,7,0,1,1,1,0.44,0.72,322
4376,2,4,16,0,6,0,2,0.44,0.38,376
4377,4,10,21,0,1,1,2,0.4,0.82,138
4378,3,7,12,0,4,1,1,0.78,0.35,292
4379,2,5,11,0,2,1,1,0.64,0.78,224
4380,4,12,3,0,0,0,2,0.26,0.93,25
4381,3,8,6,0,5,1,2,0.64,0.89,108
4382,3,8,13,0,5,1,2,0.76,0.62,232
4383,2,3,10,0,4,1,1,0.46,0.47,166
4384,2,5,4,0,5,1,1,0.56,0.88,4
4385,1,3,7,0,3,1,1,0.26,0.65,344
4386,4,10,3,0,1,1,1,0.36,0.81,7
4387,1,1,9,0,6,0,1,0.14,0.5,81
4388,3,7,17,0,2,1,1,0.8,0.52,869
4389,2,3,4,0,1,1,1,0.44,0.82,4
4390,2,5,23,0,3,1,3,0.48,0.82,55
4391,1,12,8,0,6,0,1,0.26,0.44,29
4392,2,3,13,0,3,1,1,0.56,0.43,273
4393,3,8,12,0,1,1,1,0.74,0.35,207
4394,3,8,0,0,1,1,3,0.6,0.88,25
4395,4,9,17,0,1,1,1,0.58,0.3,898
4396,3,7,17,0,2,1,1,0.88,0.44,428
4397,1,2,2,0,2,1,1,0.24,0.6,3
4398,1,1,17,0,0,0,1,0.22,0.37,105
4399,3,9,19,0,5,1,1,0.64,0.65,588
4400,2,5,22,0,3,1,2,0.62,0.83,159
4401,2,6,20,0,0,0,1,0.76,0.48,363
4402,1,12,6,0,1,1,1,0.16,0.64,40
4403,1,1,10,0,5,1,1,0.22,0.37,63
4404,1,3,2,0,2,1,1,0.3,0.62,3
4405,2,4,5,0,5,1,1,0.42,0.94,25
4406,4,11,0,0,3,1,1,0.34,0.81,26
4407,4,11,9,0,0,0,1,0.44,0.72,138
4408,1,12,2,0,5,1,1,0.24,0.7,12
4409,2,5,15,0,1,1,2,0.62,0.53,262
4410,4,11,3,0,6,0,1,0.3,0.81,17
4411,2,5,22,0,6,0,1,0.66,0.78,161
4412,3,8,7,0,1,1,1,0.66,0.83,433
4413,2,6,19,0,1,1,1,0.62,0.38,645
4414,2,5,13,0,4,1,1,0.54,0.39,318
4415,2,5,5,0,6,0,1,0.46,0.88,5
4416,3,7,18,0,5,1,1,0.92,0.37,362
4417,1,1,5,0,3,1,1,0.26,0.7,33
4418,3,9,21,0,4,1,1,0.56,0.64,274
4419,3,9,4,0,4,1,2,0.6,0.94,2
4420,3,9,5,0,4,1,1,0.52,0.83,57
4421,4,11,15,1,4,0,1,0.48,0.29,228
4422,3,7,4,0,2,1,1,0.66,0.83,6
4423,3,9,23,0,4,1,1,0.58,0.73,170
4424,4,9,5,0,0,0,1,0.46,0.59,6
4425,1,1,21,0,2,1,1,0.46,0.67,180
4426,2,6,12,0,5,1,1,0.7,0.65,243
4427,4,10,8,0,6,0,1,0.5,0.77,213
4428,4,12,8,0,4,1,1,0.22,0.55,429
4429,1,1,10,0,2,1,2,0.16,0.69,42
4430,4,10,23,0,4,1,1,0.34,0.61,68
4431,2,4,12,0,5,1,3,0.38,0.66,80
4432,4,11,20,1,1,0,2,0.52,0.77,304
4433,4,10,11,0,3,1,2,0.36,0.66,189
4434,1,2,18,0,5,1,2,0.24,0.6,155
4435,2,4,5,0,2,1,1,0.34,0.71,24
4436,4,11,17,0,3,1,1,0.32,0.49,583
4437,4,10,17,0,6,0,1,0.54,0.49,610
4438,4,11,2,0,6,0,1,0.24,0.65,46
4439,1,1,1,0,0,0,2,0.16,0.47,42
4440,2,4,20,0,6,0,2,0.38,0.87,93
4441,4,12,3,0,6,0,2,0.28,0.61,25
4442,2,6,4,0,5,1,2,0.62,0.73,6
4443,2,6,7,0,4,1,3,0.56,0.78,188
4444,3,9,22,0,2,1,3,0.58,0.83,151
4445,4,10,16,0,1,1,1,0.42,0.54,272
4446,1,1,22,0,6,0,1,0.34,0.34,103
4447,3,9,18,0,1,1,2,0.56,0.68,540
4448,2,6,5,0,0,0,2,0.62,0.61,6
4449,4,11,22,0,6,0,1,0.32,0.57,146
4450,4,9,22,0,5,1,1,0.6,0.94,157
4451,1,12,19,0,5,1,2,0.34,0.49,112
4452,1,1,20,1,1,0,3,0.16,0.8,33
4453,2,5,21,0,2,1,1,0.54,0.88,174
4454,1,1,16,0,6,0,2,0.42,0.82,93
4455,4,11,9,0,6,0,2,0.34,0.49,219
4456,3,6,22,0,2,1,1,0.7,0.7,134
4457,2,4,6,0,2,1,1,0.56,0.88,80
4458,4,12,5,0,0,0,2,0.34,0.87,9
4459,3,9,10,0,1,1,2,0.56,0.64,105
4460,4,9,22,0,0,0,1,0.48,0.72,91
4461,2,5,11,1,1,0,1,0.82,0.52,321
4462,3,8,9,0,2,1,1,0.64,0.69,328
4463,1,2,2,0,0,0,2,0.1,0.58,27
4464,4,10,19,0,0,0,1,0.5,0.42,266
4465,4,10,1,0,4,1,1,0.58,0.68,28
4466,4,11,17,0,3,1,1,0.46,0.63,485
4467,3,7,13,0,1,1,2,0.74,0.74,78
4468,1,1,22,0,4,1,1,0.18,0.74,27
4469,2,5,8,0,1,1,3,0.56,0.88,270
4470,3,7,13,0,3,1,1,0.84,0.56,120
4471,3,8,8,0,1,1,2,0.7,0.79,605
4472,1,1,21,0,3,1,2,0.2,0.44,90
4473,3,9,6,1,1,0,2,0.66,0.74,11
4474,2,3,0,0,4,1,1,0.54,0.68,48
4475,4,12,9,0,6,0,1,0.26,0.7,124
4476,3,6,9,0,3,1,1,0.66,0.41,282
4477,2,6,19,0,5,1,1,0.74,0.3,555
